product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
navy-embroidered-cotton-blended-co-ord-set,Nisha Sharma,"Thane, India",5,So elegant,This is now my favourite. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,5/14/2026,no,no,yes
sea-green-embroidered-cotton-co-ord-set,Ishita Saxena,"Bengaluru, India",5,Best purchase,This is now my favourite. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,1/17/2026,yes,no,yes
sea-green-embroidered-cotton-co-ord-set,Rahul Bajaj,"Nagpur, India",5,Premium quality,Such a beautiful piece. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,4/20/2026,yes,no,yes
teal-blue-printed-embroidered-cotton-blended-midi-dress,Anjali Rao,"Bhubaneswar, India",5,Worth every rupee,"Bahut sundar hai, loved it. The dress flows beautifully and is so comfortable. Adding more to my cart soon.",IN,1/14/2026,yes,no,yes
green-embroidered-cotton-co-ord-set,Komal Bhatia,"Nagpur, India",5,Bahut sundar,Even prettier than the photos. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,5/8/2026,yes,no,yes
rama-solid-cotton-satin-co-ord-set,Kavya Iyer,"Ahmedabad, India",5,Perfect fit,So so happy with this one. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,1/14/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Saloni Naidu,"Bhubaneswar, India",5,Fabric is lovely,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,6/9/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Charvi Nair,"Chennai, India",3,It's okay,Had mixed feelings about this. Decent set but the fabric felt a bit thin. Just be sure about the size.,IN,6/15/2026,yes,no,yes
purple-solid-viscose-blended-korean-style-co-ord-set,Priya Saxena,"Ludhiana, India",5,Perfect fit,Absolutely in love with this! The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,5/29/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Kavya Bajaj,"Surat, India",4,Runs slightly small,"Quite happy with this. Nice set, the pants were slightly loose but manageable. Would buy again.",IN,5/12/2026,yes,no,yes
black-embroidered-viscose-blended-co-ord-set,Sanya Khanna,"Visakhapatnam, India",5,So elegant,So so happy with this one. Top and pants both fit perfectly and the set looks so trendy. Adding more to my cart soon.,IN,2/6/2026,yes,no,yes
printed-teal-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aditya Bajaj,"Indore, India",4,Runs slightly small,"Quite happy with this. Lovely set; dupatta is pretty, kurta fit slightly loose. Would buy again.",IN,2/1/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Simran Trivedi,"Patna, India",4,Good buy,Liked it a lot. Trendy co-ord; colour slightly different from the photo. Would buy again.,IN,4/11/2026,no,no,yes
teal-printed-viscose-blended-midi-dress-2,Aanya Iyer,"Kochi, India",5,Beautiful piece,"Worth every single rupee. Flattering fit, great for brunch and dinners. Adding more to my cart soon.",IN,4/26/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress,Komal Reddy,"Raipur, India",5,Fabric is lovely,Even prettier than the photos. Perfect length and the print is vibrant. Repeat customer for sure.,IN,5/10/2026,yes,yes,yes
purple-embroidered-viscose-blended-co-ord-set,Rishabh Goel,"Chandigarh, India",5,Perfect fit,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Lovely Lady never disappoints.,IN,4/27/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Saloni Naidu,"Surat, India",5,Perfect fit,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,4/21/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set,Manvi Arora,"Coimbatore, India",4,Looks great,"Really pretty piece. Good set overall, the bottom was a little long. Good value for money.",IN,1/16/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Sneha Bhatia,"Surat, India",5,Exceeded expectations,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,5/8/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Vaishnavi Jain,"Nashik, India",5,Gorgeous!,Genuinely impressed. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,4/28/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress,Mahika Kulkarni,"Raipur, India",4,Pretty and comfy,Liked it a lot. Nice print; fit was slightly loose at the waist. Recommend it.,IN,4/24/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Manvi Naidu,"Dehradun, India",4,Really nice,Quite happy with this. Both pieces fit well and the fabric is comfy. Would buy again.,IN,4/2/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Deepika Rao,"Dehradun, India",5,Beautiful piece,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,3/4/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Pooja Gupta,"Nashik, India",5,Exceeded expectations,"So so happy with this one. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,3/21/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress-2,Aditi Reddy,"Chandigarh, India",5,Perfect fit,Obsessed with this! The dress flows beautifully and is so comfortable. Packaging was lovely.,IN,4/4/2026,yes,no,yes
teal-blue-embroidered-cotton-blended-midi-dress,Snigdha Mehta,"Nashik, India",5,Got so many compliments,Even prettier than the photos. Perfect length and the print is vibrant. Adding more to my cart soon.,IN,5/4/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Aarohi Sinha,"Ludhiana, India",4,Happy with it,"Liked it a lot. Good dress, the length was a little long for me. Happy overall.",IN,1/16/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Neha Nair,"Hyderabad, India",4,Good buy,"Quite happy with this. Good set overall, the bottom was a little long. Happy overall.",IN,2/25/2026,yes,no,yes
rama-embroidered-viscose-blended-co-ord-set,Payal Arora,"Mumbai, India",5,Gorgeous!,Worth every single rupee. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,2/17/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Shruti Rao,"Mysuru, India",5,Repeat buyer,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,3/2/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Kavya Bhat,"Bhopal, India",5,Worth every rupee,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Lovely Lady never disappoints.,IN,1/11/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Deepika Patel,"Gurugram, India",5,Worth every rupee,Worth every single rupee. Length is perfect and the stitching is neat. Packaging was lovely.,IN,6/8/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Manvi Kulkarni,"Nagpur, India",5,Premium quality,"Bahut sundar hai, loved it. The colour and the work look so elegant in person. Packaging was lovely.",IN,1/23/2026,yes,no,yes
rama-embroidered-viscose-blended-co-ord-set,Tanvi Kapoor,"Bhopal, India",5,Bahut sundar,Worth every single rupee. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,4/17/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Priya Gupta,"Indore, India",5,Worth every rupee,Absolutely in love with this! The colour and the work look so elegant in person. Lovely Lady never disappoints.,IN,6/4/2026,yes,no,yes
navy-embroidered-viscose-blended-co-ord-set,Yash Nair,"Delhi, India",5,Fabric is lovely,This is now my favourite. Top and pants both fit perfectly and the set looks so trendy. Lovely Lady never disappoints.,IN,1/17/2026,yes,no,yes
mustard-embroidered-viscose-blended-sleeveless-straight-long-kurta,Ananya Saxena,"Lucknow, India",5,Absolutely love it,Loved it the moment I opened the parcel. So comfortable for office wear and the colour is exactly as shown. Packaging was lovely.,IN,2/12/2026,yes,no,yes
turquoise-green-solid-cotton-satin-co-ord-set,Nidhi Trivedi,"Kolkata, India",5,Highly recommend,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,2/18/2026,yes,no,yes
pista-embroidered-silk-blended-kurta-bottom-dupatta-set,Sonal Trivedi,"Coimbatore, India",5,Best purchase,Worth every single rupee. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,3/9/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Rhea Mehta,"Patna, India",5,Fabric is lovely,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,1/15/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Diya Joshi,"Hyderabad, India",5,Got so many compliments,"Bahut sundar hai, loved it. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,4/23/2026,yes,no,yes
green-embroidered-cotton-co-ord-set,Sakshi Chauhan,"Bhopal, India",5,Perfect fit,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,1/15/2026,yes,yes,yes
pista-embroidered-viscose-blended-co-ord-set,Rhea Bajaj,"Kolkata, India",5,So elegant,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Highly recommend to everyone!,IN,3/31/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Saloni Dubey,"Jaipur, India",5,Premium quality,So so happy with this one. The colour and the work look so elegant in person. Delivery was quick too.,IN,4/11/2026,yes,yes,yes
dark-green-printed-viscose-blended-midi-dress-2,Riya Joshi,"Chandigarh, India",5,Worth every rupee,Absolutely in love with this! Perfect length and the print is vibrant. Adding more to my cart soon.,IN,2/1/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Aditi Desai,"Ludhiana, India",5,Beautiful piece,Genuinely impressed. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,2/22/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Ishita Rao,"Ludhiana, India",5,Best purchase,So so happy with this one. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,5/26/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Karan Sethi,"Gurugram, India",5,Premium quality,"Obsessed with this! Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,1/27/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Rhea Mishra,"Visakhapatnam, India",5,Gorgeous!,"Even prettier than the photos. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,3/6/2026,no,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Dhruv Sinha,"Chennai, India",5,Highly recommend,Such a beautiful piece. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,3/23/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Tara Agarwal,"Bengaluru, India",5,Exceeded expectations,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,5/27/2026,yes,no,yes
white-embroidered-viscose-silk-blended-co-ord-set,Swati Roy,"Indore, India",5,Repeat buyer,This is now my favourite. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,5/15/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Isha Reddy,"Nashik, India",5,Perfect fit,Loved it the moment I opened the parcel. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/30/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress,Tara Agarwal,"Dehradun, India",5,Stunning in person,Such a beautiful piece. The dress flows beautifully and is so comfortable. Delivery was quick too.,IN,5/2/2026,yes,no,yes
green-printed-rayon-midi-dress-2,Siddharth Chopra,"Ludhiana, India",5,Exceeded expectations,Obsessed with this! The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,6/3/2026,yes,no,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Meera Singh,"Ludhiana, India",5,Highly recommend,This is now my favourite. The colour and the work look so elegant in person. Delivery was quick too.,IN,1/12/2026,yes,no,yes
yellow-solid-viscose-blended-korean-style-co-ord-set,Harshita Bose,"Guwahati, India",4,Nice for the price,"Good one for the price. Nice set, the pants were slightly loose but manageable. Recommend it.",IN,5/21/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Isha Banerjee,"Kolkata, India",5,Perfect fit,Absolutely in love with this! The fabric falls beautifully and feels premium. Packaging was lovely.,IN,1/21/2026,yes,no,yes
pink-embroidered-cotton-blended-midi-dress,Deepika Patel,"Kolkata, India",5,Best purchase,"Bahut sundar hai, loved it. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,2/27/2026,yes,no,yes
black-printed-embroidered-cotton-blended-midi-dress,Divya Rao,"Kochi, India",5,Worth every rupee,Worth every single rupee. Perfect length and the print is vibrant. Will definitely order again.,IN,3/9/2026,no,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Rhea Nair,"Coimbatore, India",5,Fabric is lovely,"Loved it the moment I opened the parcel. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,3/29/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Karan Menon,"Mysuru, India",5,Absolutely love it,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,2/26/2026,yes,no,yes
white-solid-cotton-satin-co-ord-set,Ishita Chawla,"Mumbai, India",5,Gorgeous!,Genuinely impressed. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,5/8/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Ridhima Sharma,"Jaipur, India",5,Highly recommend,Such a beautiful piece. The fit is so flattering and the fabric feels breathable all day. Adding more to my cart soon.,IN,1/9/2026,yes,no,yes
maroon-printed-silk-blended-midi-dress,Karan Arora,"Thane, India",5,So elegant,"Even prettier than the photos. Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,6/5/2026,yes,no,yes
turquoise-blue-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Anjali Reddy,"Bhopal, India",5,Best purchase,"Bahut sundar hai, loved it. So comfortable for office wear and the colour is exactly as shown. Highly recommend to everyone!",IN,1/11/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Bhavya Agarwal,"Coimbatore, India",5,Absolutely love it,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Repeat customer for sure.,IN,1/25/2026,yes,no,yes
black-embroidered-viscose-blended-co-ord-set,Garima Saxena,"Jaipur, India",5,Stunning in person,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.",IN,1/8/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Shruti Saxena,"Chennai, India",5,Gorgeous!,Genuinely impressed. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,5/24/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Isha Joshi,"Chennai, India",5,Exceeded expectations,Even prettier than the photos. The embroidery is delicate and looks really premium. Delivery was quick too.,IN,5/4/2026,yes,yes,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Rishabh Saxena,"Coimbatore, India",5,Gorgeous!,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,2/18/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Lavanya Menon,"Indore, India",4,Pretty and comfy,"Nice pick overall. Nice festive set, colour a touch different from the photo. Recommend it.",IN,5/20/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Simran Pillai,"Dehradun, India",5,So elegant,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,3/21/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-3,Ritika Naidu,"Hyderabad, India",4,Good buy,"Quite happy with this. Good set overall, the bottom was a little long. Happy overall.",IN,3/10/2026,yes,no,yes
pink-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aanya Joshi,"Ludhiana, India",5,Fabric is lovely,This is now my favourite. The colour and the work look so elegant in person. Lovely Lady never disappoints.,IN,5/10/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Tanvi Khanna,"Mysuru, India",5,Best purchase,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,2/14/2026,yes,no,yes
pink-chikankari-embroidered-viscose-blended-lucknowi-co-ord-set,Deepika Iyer,"Pune, India",5,So elegant,"This is now my favourite. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,2/4/2026,no,no,yes
navy-blue-embroidered-viscose-silk-blended-co-ord-set,Sanya Gupta,"Mumbai, India",5,Repeat buyer,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,6/16/2026,yes,no,yes
peach-embroidered-silk-blended-kurta-bottom-dupatta-set,Isha Menon,"Pune, India",4,Runs slightly small,"Nice pick overall. Lovely set; dupatta is pretty, kurta fit slightly loose. Happy overall.",IN,3/4/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Manvi Arora,"Visakhapatnam, India",5,Beautiful piece,Obsessed with this! Top and pants both fit perfectly and the set looks so trendy. Adding more to my cart soon.,IN,4/8/2026,yes,no,yes
white-and-green-printed-linen-blended-midi-dress,Ishita Kapoor,"Thane, India",5,Highly recommend,"So so happy with this one. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,2/10/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Deepika Gupta,"Guwahati, India",5,Absolutely love it,Loved it the moment I opened the parcel. Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,6/7/2026,yes,no,yes
off-white-embroidered-viscose-blended-straight-cut-long-kurta,Priya Singh,"Gurugram, India",5,Beautiful piece,Worth every single rupee. So comfortable for office wear and the colour is exactly as shown. Highly recommend to everyone!,IN,1/7/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-3,Deepika Pillai,"Bengaluru, India",4,Really nice,"Quite happy with this. Lovely set; dupatta is pretty, kurta fit slightly loose. Would buy again.",IN,6/4/2026,yes,no,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Deepika Kulkarni,"Noida, India",5,Highly recommend,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,5/3/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Arjun Sinha,"Hyderabad, India",4,Pretty and comfy,Really pretty piece. Nice print; fit was slightly loose at the waist. Happy overall.,IN,3/25/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Bhavya Dubey,"Patna, India",5,Best purchase,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,1/22/2026,yes,yes,yes
black-printed-embroidered-cotton-blended-midi-dress,Manvi Arora,"Ludhiana, India",5,Repeat buyer,"Obsessed with this! Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,2/16/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Janhvi Patel,"Indore, India",5,Beautiful piece,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,5/31/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Sneha Jain,"Pune, India",5,Beautiful piece,"This is now my favourite. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/13/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Yash Bose,"Bhubaneswar, India",5,Gorgeous!,"Even prettier than the photos. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,3/31/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Ishita Nair,"Coimbatore, India",5,Worth every rupee,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,5/29/2026,yes,no,yes
rama-embroidered-viscose-blended-co-ord-set,Charvi Patel,"Ludhiana, India",4,Happy with it,Nice pick overall. Both pieces fit well and the fabric is comfy. Happy overall.,IN,5/13/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Kritika Reddy,"Nagpur, India",5,Premium quality,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,4/21/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Vaishnavi Bhatia,"Gurugram, India",5,Bahut sundar,Obsessed with this! So comfortable for office wear and the colour is exactly as shown. Adding more to my cart soon.,IN,5/21/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Charvi Bajaj,"Patna, India",5,So elegant,Worth every single rupee. The colour and the work look so elegant in person. Packaging was lovely.,IN,1/16/2026,yes,yes,yes
pink-embroidered-cotton-blended-midi-dress,Sonal Banerjee,"Bengaluru, India",5,Highly recommend,"This is now my favourite. Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,4/11/2026,yes,no,yes
peach-embroidered-silk-blended-kurta-bottom-dupatta-set,Aarohi Verma,"Chandigarh, India",5,Highly recommend,Absolutely in love with this! The colour and the work look so elegant in person. Will definitely order again.,IN,4/21/2026,yes,yes,yes
lavender-printed-viscose-blended-midi-dress,Aishwarya Khanna,"Delhi, India",4,Good quality,Good one for the price. Pretty dress and comfortable fabric. Recommend it.,IN,2/25/2026,no,no,yes
beige-embroidered-viscose-blended-co-ord-set,Diya Chopra,"Patna, India",5,Gorgeous!,Absolutely in love with this! The colour is gorgeous in person and the fit is spot on. Highly recommend to everyone!,IN,3/16/2026,yes,no,yes
white-and-green-printed-linen-blended-midi-dress,Deepika Menon,"Guwahati, India",5,Gorgeous!,"This is now my favourite. Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,2/7/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Siddharth Dubey,"Kochi, India",5,Premium quality,Such a beautiful piece. The colour and the work look so elegant in person. Will definitely order again.,IN,5/10/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Snigdha Mehta,"Indore, India",5,Highly recommend,Obsessed with this! Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,2/8/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set,Tara Jain,"Bhopal, India",5,Highly recommend,"Worth every single rupee. Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,6/4/2026,yes,no,yes
green-printed-rayon-midi-dress-2,Trisha Kulkarni,"Bhopal, India",5,Bahut sundar,Obsessed with this! Perfect length and the print is vibrant. Will definitely order again.,IN,1/12/2026,yes,no,yes
purple-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Arjun Patel,"Patna, India",5,Bahut sundar,"Bahut sundar hai, loved it. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.",IN,2/27/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Pooja Banerjee,"Thane, India",5,So elegant,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,6/17/2026,no,no,yes
golden-coloured-embroidered-viscose-silk-blended-co-ord-set,Sneha Verma,"Visakhapatnam, India",5,So elegant,So so happy with this one. The fabric falls beautifully and feels premium. Packaging was lovely.,IN,4/23/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Ishita Roy,"Kolkata, India",5,Got so many compliments,"Worth every single rupee. Lovely fabric, twirls so well and feels premium. Highly recommend to everyone!",IN,2/14/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Ridhima Bose,"Jaipur, India",5,Premium quality,"Loved it the moment I opened the parcel. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,2/28/2026,yes,no,yes
purple-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Snigdha Khanna,"Raipur, India",5,Fabric is lovely,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,4/14/2026,yes,no,yes
black-printed-embroidered-cotton-blended-midi-dress,Priya Verma,"Jaipur, India",5,Perfect fit,Worth every single rupee. The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,2/21/2026,no,no,yes
peacock-printed-viscose-blended-midi-dress,Diya Naidu,"Indore, India",4,Good quality,Liked it a lot. Nice print; fit was slightly loose at the waist. Good value for money.,IN,4/1/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Simran Arora,"Dehradun, India",5,Premium quality,Even prettier than the photos. The dress flows beautifully and is so comfortable. Lovely Lady never disappoints.,IN,1/17/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Deepika Kapoor,"Mysuru, India",5,Beautiful piece,Even prettier than the photos. The colour and the work look so elegant in person. Repeat customer for sure.,IN,5/17/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Anjali Rao,"Coimbatore, India",5,Exceeded expectations,This is now my favourite. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,1/14/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Siddharth Patel,"Bhubaneswar, India",5,Fabric is lovely,Even prettier than the photos. The colour and the work look so elegant in person. Adding more to my cart soon.,IN,3/24/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Vaishnavi Trivedi,"Ahmedabad, India",5,Highly recommend,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,2/11/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Aanya Bhat,"Chennai, India",5,Fabric is lovely,Absolutely in love with this! The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,4/18/2026,yes,no,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Ridhima Kulkarni,"Kochi, India",5,Beautiful piece,So so happy with this one. The colour and the work look so elegant in person. Repeat customer for sure.,IN,6/1/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Ananya Bhatia,"Guwahati, India",5,Exceeded expectations,"Worth every single rupee. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,4/30/2026,yes,no,yes
turquoise-blue-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Snigdha Reddy,"Visakhapatnam, India",5,Got so many compliments,Even prettier than the photos. So comfortable for office wear and the colour is exactly as shown. Packaging was lovely.,IN,5/10/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Aditi Sethi,"Raipur, India",5,So elegant,So so happy with this one. The colour and the work look so elegant in person. Packaging was lovely.,IN,5/12/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Khushi Saxena,"Coimbatore, India",5,Beautiful piece,So so happy with this one. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,2/17/2026,yes,no,yes
