product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
cream-blue-embroidered-cotton-co-ord-set,Ishita Naidu,"Dehradun, India",5,Highly recommend,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,5/16/2026,no,no,yes
navy-solid-cotton-satin-co-ord-set,Trisha Verma,"Visakhapatnam, India",5,Fabric is lovely,Even prettier than the photos. The fabric falls beautifully and feels premium. Lovely Lady never disappoints.,IN,3/1/2026,yes,no,yes
navy-embroidered-cotton-blended-co-ord-set,Pooja Bajaj,"Indore, India",5,Highly recommend,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,2/8/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Naina Kapoor,"Pune, India",5,Premium quality,"Bahut sundar hai, loved it. The dress flows beautifully and is so comfortable. Adding more to my cart soon.",IN,1/24/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Dhruv Kapoor,"Chennai, India",5,So elegant,"Such a beautiful piece. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,4/22/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Lavanya Khanna,"Noida, India",4,Good quality,"Nice pick overall. Nice festive set, colour a touch different from the photo. Good value for money.",IN,3/23/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Garima Desai,"Coimbatore, India",5,Stunning in person,Genuinely impressed. The colour and the work look so elegant in person. Highly recommend to everyone!,IN,1/10/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Snigdha Jain,"Ludhiana, India",5,Premium quality,Such a beautiful piece. The fit is so flattering and the fabric feels breathable all day. Lovely Lady never disappoints.,IN,5/30/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Dhruv Sinha,"Patna, India",5,Fabric is lovely,Loved it the moment I opened the parcel. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,4/22/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Nisha Jain,"Gurugram, India",4,Runs slightly small,Liked it a lot. Nice print; fit was slightly loose at the waist. Would buy again.,IN,2/21/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Megha Sethi,"Kolkata, India",5,So elegant,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,3/2/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Bhavya Chauhan,"Chennai, India",5,Perfect fit,"Such a beautiful piece. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,3/15/2026,yes,yes,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Ananya Singh,"Bhubaneswar, India",5,Premium quality,Loved it the moment I opened the parcel. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,6/3/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Deepika Mehta,"Mumbai, India",5,Fabric is lovely,"Bahut sundar hai, loved it. The embroidery is delicate and looks really premium. Will definitely order again.",IN,1/9/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Aanya Naidu,"Delhi, India",5,Absolutely love it,Loved it the moment I opened the parcel. So comfortable for office wear and the colour is exactly as shown. Packaging was lovely.,IN,1/11/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Aarohi Khanna,"Bhubaneswar, India",5,Perfect fit,So so happy with this one. The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,4/23/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Nisha Joshi,"Kochi, India",5,So elegant,Such a beautiful piece. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,2/21/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress-2,Aditi Pillai,"Pune, India",5,Fabric is lovely,This is now my favourite. The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,6/10/2026,yes,no,yes
magenta-embroidered-viscose-blended-co-ord-set,Yash Goel,"Coimbatore, India",4,Good buy,Quite happy with this. Trendy co-ord; colour slightly different from the photo. Happy overall.,IN,4/13/2026,yes,no,yes
golden-coloured-embroidered-viscose-silk-blended-co-ord-set,Diya Saxena,"Chennai, India",4,Really nice,"Really pretty piece. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,2/7/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Naina Sinha,"Jaipur, India",5,Bahut sundar,Such a beautiful piece. The dress flows beautifully and is so comfortable. Lovely Lady never disappoints.,IN,4/29/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Harshita Malhotra,"Delhi, India",5,Gorgeous!,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,3/15/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Pooja Chopra,"Visakhapatnam, India",3,It's okay,Had mixed feelings about this. Fabric is fine but the fit was a bit boxy. Okay for the price.,IN,3/17/2026,yes,no,yes
printed-magenta-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Ishita Banerjee,"Mumbai, India",5,Stunning in person,"Bahut sundar hai, loved it. The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.",IN,3/2/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set,Ridhima Chauhan,"Chandigarh, India",4,Looks great,"Liked it a lot. Lovely set; dupatta is pretty, kurta fit slightly loose. Good value for money.",IN,4/20/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Sneha Mehta,"Jaipur, India",5,Repeat buyer,"Obsessed with this! Such a comfy co-ord, perfect for brunch and travel. Lovely Lady never disappoints.",IN,6/16/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Charvi Nair,"Delhi, India",5,Repeat buyer,Genuinely impressed. The dress flows beautifully and is so comfortable. Delivery was quick too.,IN,1/9/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Rahul Pandey,"Vadodara, India",5,Gorgeous!,"Bahut sundar hai, loved it. Perfect length and the print is vibrant. Adding more to my cart soon.",IN,2/10/2026,yes,no,yes
pink-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Isha Menon,"Delhi, India",4,Really nice,"Nice pick overall. Good set overall, the bottom was a little long. Recommend it.",IN,5/24/2026,yes,no,yes
turquoise-blue-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Meera Iyer,"Indore, India",5,So elegant,Obsessed with this! So comfortable for office wear and the colour is exactly as shown. Adding more to my cart soon.,IN,6/15/2026,yes,no,yes
blue-printed-viscose-blended-midi-dress,Payal Banerjee,"Ahmedabad, India",5,Fabric is lovely,Obsessed with this! Perfect length and the print is vibrant. Highly recommend to everyone!,IN,6/15/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set-2,Aishwarya Sharma,"Mysuru, India",5,Exceeded expectations,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,5/28/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Neha Saxena,"Noida, India",5,Bahut sundar,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,5/10/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Ananya Mishra,"Chandigarh, India",4,Pretty and comfy,"Quite happy with this. Nice embroidery, though the colour is slightly lighter than shown. Happy overall.",IN,5/20/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Yash Rao,"Raipur, India",5,Gorgeous!,Such a beautiful piece. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,3/16/2026,yes,no,yes
violet-printed-crepe-silk-co-ord-set,Garima Malhotra,"Coimbatore, India",5,Beautiful piece,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.,IN,1/17/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set,Khushi Sethi,"Gurugram, India",5,So elegant,"Worth every single rupee. Such a comfy co-ord, perfect for brunch and travel. Lovely Lady never disappoints.",IN,2/28/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Simran Verma,"Chennai, India",4,Runs slightly small,Liked it a lot. Nice print; fit was slightly loose at the waist. Recommend it.,IN,1/25/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress-2,Divya Kulkarni,"Kolkata, India",5,Absolutely love it,"Bahut sundar hai, loved it. Flattering fit, great for brunch and dinners. Highly recommend to everyone!",IN,5/21/2026,yes,yes,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Garima Sharma,"Noida, India",5,Beautiful piece,"Obsessed with this! Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,6/7/2026,yes,no,yes
black-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Nidhi Trivedi,"Ahmedabad, India",5,Beautiful piece,This is now my favourite. Embroidery is rich and the fit of all three pieces is spot on. Adding more to my cart soon.,IN,6/13/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress,Khushi Pillai,"Bengaluru, India",5,Gorgeous!,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Highly recommend to everyone!",IN,4/14/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Manvi Sinha,"Bhubaneswar, India",5,Premium quality,"Bahut sundar hai, loved it. Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,1/22/2026,yes,yes,yes
purple-embroidered-cotton-blended-midi-dress,Anjali Dubey,"Jaipur, India",5,Fabric is lovely,So so happy with this one. Perfect length and the print is vibrant. Packaging was lovely.,IN,4/3/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Bhavya Verma,"Coimbatore, India",4,Pretty and comfy,Quite happy with this. Nice print; fit was slightly loose at the waist. Good value for money.,IN,6/17/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Charvi Malhotra,"Jaipur, India",5,Absolutely love it,Obsessed with this! The colour and the work look so elegant in person. Highly recommend to everyone!,IN,5/26/2026,yes,no,yes
peach-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Divya Sethi,"Coimbatore, India",5,Gorgeous!,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,5/15/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Payal Reddy,"Nashik, India",5,Highly recommend,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,3/18/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Saloni Bhat,"Mumbai, India",5,Bahut sundar,Absolutely in love with this! The colour and the work look so elegant in person. Packaging was lovely.,IN,5/31/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Garima Dubey,"Mumbai, India",4,Good quality,"Quite happy with this. Good set overall, the bottom was a little long. Recommend it.",IN,5/6/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Sanya Verma,"Noida, India",5,Fabric is lovely,Even prettier than the photos. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/11/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Ridhima Bhatia,"Mysuru, India",5,Beautiful piece,"Such a beautiful piece. Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,5/24/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Garima Chopra,"Ahmedabad, India",5,Best purchase,So so happy with this one. Perfect length and the print is vibrant. Adding more to my cart soon.,IN,5/31/2026,yes,no,yes
maroon-printed-silk-blended-midi-dress,Nisha Arora,"Mysuru, India",4,Really nice,"Good one for the price. Good dress, the length was a little long for me. Would buy again.",IN,2/12/2026,yes,no,yes
sky-blue-printed-viscose-blended-midi-dress,Sakshi Joshi,"Ludhiana, India",4,Pretty and comfy,"Quite happy with this. Good dress, the length was a little long for me. Good value for money.",IN,2/18/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Priya Chopra,"Vadodara, India",5,Stunning in person,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,3/23/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Janhvi Mehta,"Noida, India",5,Worth every rupee,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,3/8/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Vaishnavi Bhatia,"Lucknow, India",5,Got so many compliments,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,2/19/2026,yes,no,yes
yellow-solid-cotton-satin-co-ord-set,Aishwarya Chopra,"Kolkata, India",5,Beautiful piece,"Bahut sundar hai, loved it. Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,4/1/2026,yes,yes,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Pooja Chopra,"Bhopal, India",5,Repeat buyer,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,2/10/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Tara Goel,"Thane, India",5,Premium quality,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,1/24/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Aditya Kulkarni,"Patna, India",3,Average,It's an okay piece. Kurta was nice but the dupatta felt thin. Might order again on a sale.,IN,5/2/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Charvi Khanna,"Coimbatore, India",4,Happy with it,"Really pretty piece. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,3/28/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Sakshi Agarwal,"Ludhiana, India",5,Absolutely love it,Absolutely in love with this! The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,4/15/2026,no,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Vaishnavi Rao,"Lucknow, India",5,Perfect fit,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Will definitely order again.,IN,1/22/2026,yes,no,yes
rama-solid-cotton-satin-co-ord-set,Diya Reddy,"Mysuru, India",4,Looks great,Liked it a lot. Both pieces fit well and the fabric is comfy. Good value for money.,IN,4/22/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Ritika Patel,"Bengaluru, India",5,Stunning in person,Obsessed with this! Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,3/13/2026,yes,no,yes
turquoise-blue-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Tanvi Trivedi,"Thane, India",5,Stunning in person,Worth every single rupee. Length is perfect and the stitching is neat. Repeat customer for sure.,IN,5/15/2026,yes,no,yes
pista-embroidered-cotton-blended-midi-dress,Sakshi Bajaj,"Kolkata, India",5,Gorgeous!,"Absolutely in love with this! Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,4/13/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-2,Sakshi Pandey,"Ahmedabad, India",5,Gorgeous!,"This is now my favourite. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,2/14/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Manvi Dubey,"Patna, India",3,It's okay,Had mixed feelings about this. Decent set but the work was simpler than expected. Just be sure about the size.,IN,3/4/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Janhvi Reddy,"Kochi, India",5,Fabric is lovely,This is now my favourite. Perfect length and the print is vibrant. Adding more to my cart soon.,IN,3/23/2026,yes,yes,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Siddharth Saxena,"Guwahati, India",5,Worth every rupee,Even prettier than the photos. The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,4/13/2026,yes,no,yes
beige-embroidered-viscose-blended-co-ord-set,Khushi Mehta,"Patna, India",5,Gorgeous!,So so happy with this one. Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,3/22/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Harshita Sharma,"Noida, India",4,Runs slightly small,"Quite happy with this. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,5/25/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Mahika Gupta,"Delhi, India",5,Gorgeous!,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,4/1/2026,yes,no,yes
yellow-printed-silk-blended-midi-dress,Riya Jain,"Noida, India",5,Gorgeous!,Genuinely impressed. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,1/5/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Payal Saxena,"Chandigarh, India",5,Premium quality,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.,IN,6/1/2026,yes,yes,yes
cream-blue-embroidered-cotton-co-ord-set,Payal Joshi,"Lucknow, India",5,Highly recommend,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,3/15/2026,yes,no,yes
blue-printed-viscose-blended-midi-dress,Deepika Pandey,"Jaipur, India",4,Really nice,"Quite happy with this. Good dress, the length was a little long for me. Happy overall.",IN,4/1/2026,yes,no,yes
grey-printed-crepe-silk-co-ord-set,Dhruv Joshi,"Surat, India",5,Fabric is lovely,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,6/3/2026,no,no,yes
green-printed-rayon-midi-dress-2,Kritika Roy,"Indore, India",5,Exceeded expectations,Absolutely in love with this! Perfect length and the print is vibrant. Delivery was quick too.,IN,4/26/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Nisha Sethi,"Chandigarh, India",5,Absolutely love it,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,6/1/2026,yes,yes,yes
yellow-solid-cotton-satin-co-ord-set,Rishabh Chopra,"Kochi, India",5,Exceeded expectations,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,1/23/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Nisha Mishra,"Bhubaneswar, India",3,Decent,It's an okay piece. Decent set but the fabric felt a bit thin. Okay for the price.,IN,5/29/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Janhvi Gupta,"Kolkata, India",5,Stunning in person,Such a beautiful piece. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,4/15/2026,yes,yes,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Pallavi Khanna,"Kolkata, India",4,Nice for the price,"Quite happy with this. Nice festive set, colour a touch different from the photo. Good value for money.",IN,4/9/2026,yes,no,yes
grey-printed-crepe-silk-co-ord-set,Trisha Kulkarni,"Ahmedabad, India",3,It's okay,Had mixed feelings about this. Decent set but the fabric felt a bit thin. Might order again on a sale.,IN,2/22/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set-2,Nidhi Kulkarni,"Nagpur, India",5,Repeat buyer,Genuinely impressed. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,2/7/2026,no,no,yes
peach-printed-viscose-blended-midi-dress,Manvi Nair,"Nashik, India",5,Perfect fit,"This is now my favourite. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/7/2026,yes,no,yes
cream-blue-embroidered-cotton-co-ord-set,Nidhi Naidu,"Thane, India",5,Absolutely love it,Even prettier than the photos. The colour is gorgeous in person and the fit is spot on. Highly recommend to everyone!,IN,1/7/2026,yes,no,yes
yellow-printed-silk-blended-midi-dress,Rhea Bajaj,"Coimbatore, India",5,Best purchase,Worth every single rupee. The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,3/9/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress-2,Vaishnavi Bhatia,"Kochi, India",4,Really nice,"Nice pick overall. Good dress, the length was a little long for me. Good value for money.",IN,3/28/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Aditya Agarwal,"Gurugram, India",5,Worth every rupee,So so happy with this one. Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,6/18/2026,yes,no,yes
cream-blue-embroidered-cotton-co-ord-set,Naina Rao,"Kolkata, India",5,Got so many compliments,"Bahut sundar hai, loved it. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,4/9/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Siddharth Menon,"Mumbai, India",5,Fabric is lovely,"Worth every single rupee. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,4/3/2026,yes,no,yes
cream-blue-embroidered-cotton-co-ord-set,Ananya Mehta,"Lucknow, India",5,Best purchase,Even prettier than the photos. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,5/4/2026,yes,yes,yes
cream-blue-embroidered-cotton-co-ord-set,Sakshi Rao,"Surat, India",5,Beautiful piece,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,6/17/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Kritika Pillai,"Bhopal, India",4,Nice for the price,"Liked it a lot. Nice festive set, colour a touch different from the photo. Recommend it.",IN,6/17/2026,yes,no,yes
magenta-embroidered-viscose-blended-co-ord-set,Sneha Pandey,"Bengaluru, India",4,Really nice,Nice pick overall. Trendy co-ord; colour slightly different from the photo. Happy overall.,IN,4/14/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Janhvi Shetty,"Nagpur, India",5,Absolutely love it,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.",IN,4/15/2026,yes,no,yes
yellow-solid-viscose-blended-korean-style-co-ord-set,Pooja Sinha,"Lucknow, India",5,Stunning in person,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.",IN,1/22/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-3,Mahika Bajaj,"Delhi, India",5,Absolutely love it,"Bahut sundar hai, loved it. Complete set, perfect for functions and got so many compliments. Lovely Lady never disappoints.",IN,5/10/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Lavanya Roy,"Delhi, India",5,Premium quality,Even prettier than the photos. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,5/31/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Ishita Gupta,"Hyderabad, India",5,Repeat buyer,Loved it the moment I opened the parcel. Length is perfect and the stitching is neat. Adding more to my cart soon.,IN,5/5/2026,yes,no,yes
black-embroidered-viscose-blended-co-ord-set,Divya Dubey,"Nashik, India",4,Pretty and comfy,Good one for the price. Trendy co-ord; colour slightly different from the photo. Recommend it.,IN,3/28/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Isha Joshi,"Nashik, India",5,Premium quality,Worth every single rupee. Perfect length and the print is vibrant. Lovely Lady never disappoints.,IN,4/8/2026,yes,no,yes
maroon-solid-cotton-satin-co-ord-set,Priya Rao,"Vadodara, India",5,Best purchase,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Delivery was quick too.",IN,5/8/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aditya Kapoor,"Noida, India",5,So elegant,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,2/28/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Bhavya Singh,"Mysuru, India",5,Got so many compliments,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,2/22/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Snigdha Sharma,"Ludhiana, India",5,Gorgeous!,Absolutely in love with this! Top and pants both fit perfectly and the set looks so trendy. Adding more to my cart soon.,IN,2/26/2026,yes,no,yes
purple-embroidered-viscose-blended-co-ord-set,Rohan Jain,"Hyderabad, India",5,Perfect fit,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,6/14/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Ishita Kapoor,"Bhubaneswar, India",4,Good quality,"Liked it a lot. Lovely set; dupatta is pretty, kurta fit slightly loose. Recommend it.",IN,2/5/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress-2,Shruti Naidu,"Noida, India",3,Average,Decent but nothing special. Print is nice but the fit was average. Okay for the price.,IN,3/16/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Nisha Jain,"Noida, India",5,Gorgeous!,"This is now my favourite. Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,6/19/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set,Trisha Desai,"Nashik, India",5,Highly recommend,"Bahut sundar hai, loved it. Such a comfy co-ord, perfect for brunch and travel. Lovely Lady never disappoints.",IN,5/16/2026,yes,yes,yes
teal-printed-silk-blended-midi-dress,Sneha Bhat,"Ludhiana, India",5,Got so many compliments,Loved it the moment I opened the parcel. Perfect length and the print is vibrant. Repeat customer for sure.,IN,1/9/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Lavanya Saxena,"Bhopal, India",5,Highly recommend,"Absolutely in love with this! Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,5/16/2026,no,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Rohan Pandey,"Ludhiana, India",5,Repeat buyer,"Absolutely in love with this! Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,3/12/2026,yes,yes,yes
pink-embroidered-cotton-co-ord-set,Vaishnavi Patel,"Jaipur, India",4,Runs slightly small,Really pretty piece. Both pieces fit well and the fabric is comfy. Happy overall.,IN,1/15/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Harshita Kulkarni,"Surat, India",5,Exceeded expectations,Worth every single rupee. Perfect length and the print is vibrant. Delivery was quick too.,IN,1/17/2026,no,no,yes
magenta-embroidered-viscose-silk-blended-co-ord-set,Kavya Menon,"Bhubaneswar, India",5,Fabric is lovely,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,4/23/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Sanya Saxena,"Nagpur, India",5,Highly recommend,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,6/13/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Garima Sinha,"Surat, India",5,Highly recommend,Loved it the moment I opened the parcel. Perfect length and the print is vibrant. Delivery was quick too.,IN,3/12/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Anjali Menon,"Bhubaneswar, India",4,Pretty and comfy,"Good one for the price. Lovely set; dupatta is pretty, kurta fit slightly loose. Recommend it.",IN,3/26/2026,yes,no,yes
