product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Deepika Sethi,"Hyderabad, India",5,Worth every rupee,This is now my favourite. The colour and the work look so elegant in person. Will definitely order again.,IN,5/2/2026,yes,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Pooja Agarwal,"Jaipur, India",5,Bahut sundar,"Genuinely impressed. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/24/2026,yes,no,yes
beige-solid-linen-blended-co-ord-set,Ritika Iyer,"Hyderabad, India",5,Highly recommend,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Highly recommend to everyone!,IN,1/23/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Siddharth Banerjee,"Kolkata, India",5,Perfect fit,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,5/17/2026,no,no,yes
multi-colour-printed-cotton-blended-midi-dress-2,Janhvi Iyer,"Kolkata, India",5,Absolutely love it,"Loved it the moment I opened the parcel. Flattering fit, great for brunch and dinners. Repeat customer for sure.",IN,4/11/2026,yes,yes,yes
blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Pooja Agarwal,"Pune, India",5,Premium quality,Absolutely in love with this! Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,3/1/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Shruti Roy,"Guwahati, India",5,Worth every rupee,"Obsessed with this! Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,2/17/2026,no,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set,Sonal Singh,"Mysuru, India",5,Exceeded expectations,This is now my favourite. The colour and the work look so elegant in person. Will definitely order again.,IN,4/10/2026,yes,no,yes
sky-blue-embroidered-cotton-blended-midi-dress,Ritika Kulkarni,"Nagpur, India",5,Gorgeous!,"Bahut sundar hai, loved it. The dress flows beautifully and is so comfortable. Repeat customer for sure.",IN,6/14/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Garima Rao,"Chandigarh, India",4,Really nice,Really pretty piece. Trendy co-ord; colour slightly different from the photo. Would buy again.,IN,1/25/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Pooja Shetty,"Dehradun, India",5,Got so many compliments,"Even prettier than the photos. Such a comfy co-ord, perfect for brunch and travel. Highly recommend to everyone!",IN,2/18/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Meera Chauhan,"Chennai, India",5,Absolutely love it,Worth every single rupee. The colour and the work look so elegant in person. Will definitely order again.,IN,3/11/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Shruti Banerjee,"Guwahati, India",5,Highly recommend,Worth every single rupee. The colour and the work look so elegant in person. Will definitely order again.,IN,4/29/2026,yes,no,yes
white-solid-viscose-blended-korean-style-co-ord-set,Ridhima Joshi,"Raipur, India",5,Got so many compliments,So so happy with this one. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,1/23/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Aanya Jain,"Kochi, India",5,Perfect fit,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,4/27/2026,yes,no,yes
light-grey-embroidered-viscose-blended-co-ord-set,Lavanya Desai,"Mysuru, India",5,Exceeded expectations,So so happy with this one. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,1/28/2026,yes,no,yes
off-white-embroidered-viscose-blended-straight-cut-long-kurta,Khushi Khanna,"Nagpur, India",5,Fabric is lovely,Absolutely in love with this! So comfortable for office wear and the colour is exactly as shown. Adding more to my cart soon.,IN,1/24/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Siddharth Iyer,"Indore, India",5,Highly recommend,Loved it the moment I opened the parcel. Perfect length and the print is vibrant. Lovely Lady never disappoints.,IN,1/12/2026,yes,yes,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Priya Trivedi,"Ahmedabad, India",5,Got so many compliments,"Bahut sundar hai, loved it. Embroidery is rich and the fit of all three pieces is spot on. Highly recommend to everyone!",IN,3/9/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set-2,Aishwarya Bhat,"Kochi, India",5,Absolutely love it,This is now my favourite. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,6/11/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Pooja Desai,"Dehradun, India",5,Exceeded expectations,Such a beautiful piece. The dupatta is gorgeous and the whole set feels festive and premium. Adding more to my cart soon.,IN,6/16/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Aanya Agarwal,"Mumbai, India",5,Fabric is lovely,Genuinely impressed. The colour is gorgeous in person and the fit is spot on. Highly recommend to everyone!,IN,6/5/2026,yes,no,yes
maroon-printed-viscose-blended-midi-dress,Anjali Pandey,"Jaipur, India",5,Exceeded expectations,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,4/23/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Rhea Sethi,"Indore, India",5,Perfect fit,Worth every single rupee. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,3/24/2026,yes,no,yes
yellow-printed-silk-blended-midi-dress,Divya Chauhan,"Hyderabad, India",5,Fabric is lovely,"Worth every single rupee. Lovely fabric, twirls so well and feels premium. Adding more to my cart soon.",IN,3/31/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Vaishnavi Bhat,"Kolkata, India",5,Gorgeous!,"Bahut sundar hai, loved it. The dress flows beautifully and is so comfortable. Repeat customer for sure.",IN,2/22/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set,Aarohi Sinha,"Dehradun, India",5,Bahut sundar,"Such a beautiful piece. Complete set, perfect for functions and got so many compliments. Delivery was quick too.",IN,4/25/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Priya Dubey,"Visakhapatnam, India",5,Worth every rupee,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Repeat customer for sure.,IN,5/25/2026,yes,yes,yes
magenta-embroidered-viscose-blended-co-ord-set,Lavanya Bajaj,"Bhopal, India",5,Worth every rupee,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,6/6/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set,Diya Iyer,"Nagpur, India",4,Really nice,Really pretty piece. Both pieces fit well and the fabric is comfy. Happy overall.,IN,4/25/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Neha Jain,"Hyderabad, India",5,So elegant,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.,IN,4/29/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Sneha Roy,"Chennai, India",5,Exceeded expectations,This is now my favourite. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,2/6/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Simran Dubey,"Bhubaneswar, India",5,Bahut sundar,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,4/17/2026,yes,no,yes
forest-green-printed-viscose-blended-midi-dress,Simran Jain,"Ahmedabad, India",4,Nice for the price,Nice pick overall. Pretty dress and comfortable fabric. Good value for money.,IN,4/24/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Mahika Pillai,"Chandigarh, India",5,Fabric is lovely,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.",IN,2/9/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Trisha Bhat,"Chandigarh, India",5,So elegant,So so happy with this one. The colour and the work look so elegant in person. Highly recommend to everyone!,IN,5/22/2026,yes,yes,yes
sea-green-solid-cotton-satin-co-ord-set,Bhavya Trivedi,"Gurugram, India",5,Repeat buyer,So so happy with this one. Top and pants both fit perfectly and the set looks so trendy. Repeat customer for sure.,IN,6/7/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set,Megha Dubey,"Mysuru, India",5,Gorgeous!,"Loved it the moment I opened the parcel. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,1/14/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Diya Menon,"Nashik, India",5,Absolutely love it,"Even prettier than the photos. Lovely fabric, twirls so well and feels premium. Will definitely order again.",IN,5/1/2026,yes,yes,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set,Vaishnavi Bose,"Noida, India",5,Stunning in person,This is now my favourite. Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,3/30/2026,yes,no,yes
yellow-embroidered-georgette-kurta-bottom-dupatta-set,Vaishnavi Naidu,"Jaipur, India",5,Stunning in person,Loved it the moment I opened the parcel. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,2/12/2026,yes,yes,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-4,Payal Agarwal,"Visakhapatnam, India",5,Got so many compliments,Obsessed with this! The colour and the work look so elegant in person. Highly recommend to everyone!,IN,3/16/2026,yes,no,yes
rama-embroidered-viscose-blended-co-ord-set,Khushi Mehta,"Dehradun, India",5,Premium quality,"Obsessed with this! Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,6/19/2026,yes,no,yes
teal-blue-embroidered-cotton-blended-midi-dress,Priya Joshi,"Delhi, India",5,Beautiful piece,"Bahut sundar hai, loved it. Perfect length and the print is vibrant. Repeat customer for sure.",IN,5/18/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Janhvi Patel,"Coimbatore, India",5,Highly recommend,Genuinely impressed. Perfect length and the print is vibrant. Will definitely order again.,IN,3/20/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Anjali Bose,"Visakhapatnam, India",5,Worth every rupee,Loved it the moment I opened the parcel. So comfortable for office wear and the colour is exactly as shown. Highly recommend to everyone!,IN,3/15/2026,yes,no,yes
printed-teal-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Megha Banerjee,"Bhopal, India",5,Exceeded expectations,So so happy with this one. Embroidery is rich and the fit of all three pieces is spot on. Delivery was quick too.,IN,2/17/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Khushi Pandey,"Thane, India",5,Repeat buyer,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,1/5/2026,yes,yes,yes
dark-green-printed-viscose-blended-midi-dress-2,Bhavya Goel,"Nagpur, India",4,Good quality,"Quite happy with this. Good dress, the length was a little long for me. Good value for money.",IN,6/13/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Ananya Bhatia,"Coimbatore, India",5,Premium quality,"Bahut sundar hai, loved it. The dress flows beautifully and is so comfortable. Will definitely order again.",IN,4/26/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Komal Roy,"Ludhiana, India",5,Premium quality,"So so happy with this one. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,5/28/2026,yes,no,yes
turquoise-blue-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Sakshi Chopra,"Ahmedabad, India",5,Fabric is lovely,This is now my favourite. The fit is so flattering and the fabric feels breathable all day. Highly recommend to everyone!,IN,1/13/2026,yes,no,yes
sky-blue-printed-viscose-blended-midi-dress,Aanya Desai,"Chennai, India",5,Best purchase,Even prettier than the photos. Perfect length and the print is vibrant. Lovely Lady never disappoints.,IN,3/16/2026,yes,no,yes
yellow-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Bhavya Mehta,"Chennai, India",5,Perfect fit,Absolutely in love with this! Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,6/5/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Saloni Verma,"Guwahati, India",5,Gorgeous!,"Bahut sundar hai, loved it. Flattering fit, great for brunch and dinners. Adding more to my cart soon.",IN,1/7/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Ishita Agarwal,"Nashik, India",5,Perfect fit,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/24/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Ananya Sethi,"Indore, India",5,Perfect fit,Worth every single rupee. Top and pants both fit perfectly and the set looks so trendy. Repeat customer for sure.,IN,3/26/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Ishita Banerjee,"Chandigarh, India",4,Pretty and comfy,"Good one for the price. Lovely set; dupatta is pretty, kurta fit slightly loose. Recommend it.",IN,2/4/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Manvi Shetty,"Surat, India",5,Gorgeous!,"This is now my favourite. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,1/7/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Ishita Bajaj,"Bhubaneswar, India",4,Pretty and comfy,Quite happy with this. Nice print; fit was slightly loose at the waist. Would buy again.,IN,4/1/2026,yes,no,yes
lavender-printed-viscose-blended-midi-dress,Anjali Kapoor,"Ahmedabad, India",5,Worth every rupee,"So so happy with this one. Flattering fit, great for brunch and dinners. Will definitely order again.",IN,2/16/2026,yes,no,yes
pink-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Sonal Malhotra,"Bhopal, India",5,So elegant,"Worth every single rupee. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,1/7/2026,yes,no,yes
navy-solid-cotton-satin-co-ord-set,Isha Sethi,"Coimbatore, India",4,Good quality,"Good one for the price. Nice set, the pants were slightly loose but manageable. Would buy again.",IN,5/23/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Vaishnavi Gupta,"Bhubaneswar, India",5,Absolutely love it,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Will definitely order again.",IN,5/26/2026,yes,no,yes
black-printed-silk-blended-midi-dress,Neha Singh,"Ludhiana, India",5,Gorgeous!,"Obsessed with this! Lovely fabric, twirls so well and feels premium. Adding more to my cart soon.",IN,1/16/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Ridhima Patel,"Kolkata, India",5,So elegant,So so happy with this one. Perfect length and the print is vibrant. Delivery was quick too.,IN,3/4/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Aditi Rao,"Chennai, India",5,Perfect fit,Such a beautiful piece. Perfect length and the print is vibrant. Delivery was quick too.,IN,3/18/2026,yes,no,yes
peach-embroidered-silk-blended-kurta-bottom-dupatta-set,Simran Mishra,"Chennai, India",5,Fabric is lovely,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Repeat customer for sure.,IN,3/13/2026,yes,no,yes
grey-printed-crepe-silk-co-ord-set,Naina Gupta,"Mumbai, India",5,Fabric is lovely,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,1/30/2026,yes,no,yes
white-solid-cotton-satin-co-ord-set,Khushi Pillai,"Chennai, India",5,Bahut sundar,This is now my favourite. Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,6/20/2026,yes,no,yes
forest-green-printed-viscose-blended-midi-dress,Priya Naidu,"Delhi, India",5,Beautiful piece,Obsessed with this! The dress flows beautifully and is so comfortable. Will definitely order again.,IN,4/4/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Swati Sharma,"Mysuru, India",4,Runs slightly small,"Nice pick overall. Nice festive set, colour a touch different from the photo. Would buy again.",IN,3/23/2026,yes,no,yes
printed-magenta-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aishwarya Gupta,"Kolkata, India",4,Runs slightly small,"Really pretty piece. Nice festive set, colour a touch different from the photo. Would buy again.",IN,5/7/2026,yes,no,yes
purple-embroidered-viscose-silk-blended-co-ord-set,Rohan Mishra,"Noida, India",5,Fabric is lovely,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Repeat customer for sure.,IN,2/26/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Sanya Nair,"Visakhapatnam, India",5,Fabric is lovely,So so happy with this one. The dress flows beautifully and is so comfortable. Will definitely order again.,IN,4/15/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress,Ananya Bhat,"Jaipur, India",5,Worth every rupee,"So so happy with this one. Flattering fit, great for brunch and dinners. Highly recommend to everyone!",IN,6/16/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Aishwarya Roy,"Raipur, India",5,So elegant,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Packaging was lovely.",IN,6/12/2026,yes,no,yes
yellow-solid-viscose-blended-korean-style-co-ord-set,Deepika Naidu,"Chandigarh, India",5,Highly recommend,So so happy with this one. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,1/9/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Meera Nair,"Lucknow, India",5,Worth every rupee,"Worth every single rupee. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,4/5/2026,yes,no,yes
magenta-embroidered-silk-blended-kurta-bottom-dupatta-set,Ridhima Menon,"Pune, India",5,Beautiful piece,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Delivery was quick too.,IN,2/8/2026,yes,no,yes
pink-embroidered-cotton-blended-midi-dress,Tara Malhotra,"Mumbai, India",5,Fabric is lovely,Loved it the moment I opened the parcel. Perfect length and the print is vibrant. Delivery was quick too.,IN,1/20/2026,yes,no,yes
white-solid-viscose-blended-korean-style-co-ord-set,Payal Desai,"Chennai, India",4,Really nice,"Liked it a lot. Nice set, the pants were slightly loose but manageable. Would buy again.",IN,5/21/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Charvi Malhotra,"Lucknow, India",5,Perfect fit,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,2/12/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Aanya Chauhan,"Jaipur, India",4,Nice for the price,"Really pretty piece. Nice festive set, colour a touch different from the photo. Happy overall.",IN,1/26/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Tara Sinha,"Coimbatore, India",5,Best purchase,This is now my favourite. The colour and the work look so elegant in person. Repeat customer for sure.,IN,5/31/2026,yes,no,yes
printed-magenta-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Naina Arora,"Pune, India",5,Absolutely love it,Worth every single rupee. The colour and the work look so elegant in person. Delivery was quick too.,IN,2/13/2026,yes,no,yes
maroon-printed-embroidered-cotton-blended-midi-dress,Ridhima Pillai,"Ahmedabad, India",5,Fabric is lovely,"Even prettier than the photos. Flattering fit, great for brunch and dinners. Packaging was lovely.",IN,4/1/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Payal Joshi,"Coimbatore, India",5,Highly recommend,"Loved it the moment I opened the parcel. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,1/29/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set-2,Shruti Reddy,"Thane, India",5,Worth every rupee,Loved it the moment I opened the parcel. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,3/23/2026,yes,yes,yes
white-solid-viscose-blended-korean-style-co-ord-set,Kritika Kulkarni,"Pune, India",4,Happy with it,"Really pretty piece. Nice set, the pants were slightly loose but manageable. Happy overall.",IN,6/6/2026,yes,no,yes
red-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Isha Agarwal,"Surat, India",5,Best purchase,Absolutely in love with this! The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,5/4/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-3,Komal Chopra,"Surat, India",5,Got so many compliments,"Absolutely in love with this! Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,1/28/2026,yes,no,yes
magenta-embroidered-viscose-blended-co-ord-set,Nidhi Gupta,"Gurugram, India",5,Stunning in person,"Bahut sundar hai, loved it. Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,4/17/2026,yes,no,yes
multi-colour-printed-cotton-blended-midi-dress,Divya Pandey,"Dehradun, India",5,Got so many compliments,"This is now my favourite. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,4/23/2026,yes,no,yes
golden-coloured-embroidered-viscose-silk-blended-co-ord-set,Yash Kapoor,"Indore, India",5,Fabric is lovely,"Bahut sundar hai, loved it. The colour is gorgeous in person and the fit is spot on. Lovely Lady never disappoints.",IN,4/25/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Diya Nair,"Jaipur, India",5,Fabric is lovely,So so happy with this one. The colour and the work look so elegant in person. Packaging was lovely.,IN,2/4/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Nisha Mishra,"Mysuru, India",5,So elegant,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Lovely Lady never disappoints.",IN,3/27/2026,no,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Shruti Pandey,"Nashik, India",5,Gorgeous!,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/5/2026,yes,no,yes
turquoise-green-solid-cotton-satin-co-ord-set,Pooja Goel,"Jaipur, India",5,Fabric is lovely,Loved it the moment I opened the parcel. Top and pants both fit perfectly and the set looks so trendy. Will definitely order again.,IN,5/12/2026,yes,no,yes
maroon-solid-cotton-satin-co-ord-set,Tanvi Jain,"Mysuru, India",5,Fabric is lovely,Obsessed with this! Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,3/2/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Kritika Iyer,"Noida, India",5,Highly recommend,Genuinely impressed. The fabric falls beautifully and feels premium. Packaging was lovely.,IN,3/13/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-2,Aishwarya Desai,"Dehradun, India",4,Really nice,"Really pretty piece. Lovely set; dupatta is pretty, kurta fit slightly loose. Good value for money.",IN,2/10/2026,yes,no,yes
multi-colour-printed-cotton-blended-midi-dress-2,Megha Mishra,"Patna, India",5,Highly recommend,"Loved it the moment I opened the parcel. Lovely fabric, twirls so well and feels premium. Lovely Lady never disappoints.",IN,5/25/2026,yes,no,yes
purple-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Pooja Reddy,"Dehradun, India",5,Absolutely love it,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,1/25/2026,yes,yes,yes
maroon-printed-silk-blended-midi-dress,Bhavya Chawla,"Vadodara, India",5,Perfect fit,"Genuinely impressed. Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,3/5/2026,yes,no,yes
magenta-embroidered-viscose-silk-blended-co-ord-set,Dhruv Bhatia,"Ahmedabad, India",5,Exceeded expectations,This is now my favourite. The colour is gorgeous in person and the fit is spot on. Repeat customer for sure.,IN,2/22/2026,no,no,yes
navy-blue-embroidered-viscose-silk-blended-co-ord-set,Charvi Khanna,"Bhopal, India",5,Exceeded expectations,Even prettier than the photos. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,3/13/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Ishita Shetty,"Kolkata, India",5,Perfect fit,Genuinely impressed. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,2/14/2026,yes,yes,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set,Manvi Sinha,"Guwahati, India",5,Beautiful piece,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Packaging was lovely.,IN,5/29/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Aishwarya Pandey,"Dehradun, India",3,Decent,It's an okay piece. Kurta was nice but the dupatta felt thin. Might order again on a sale.,IN,2/14/2026,no,no,yes
pink-embroidered-viscose-blended-sleeveless-straight-long-kurta,Shruti Saxena,"Nagpur, India",5,Stunning in person,Worth every single rupee. So comfortable for office wear and the colour is exactly as shown. Repeat customer for sure.,IN,5/16/2026,yes,no,yes
blue-embroidered-viscose-blended-co-ord-set,Komal Agarwal,"Chennai, India",5,Absolutely love it,So so happy with this one. The fabric falls beautifully and feels premium. Lovely Lady never disappoints.,IN,3/2/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Neha Sharma,"Pune, India",5,Fabric is lovely,Loved it the moment I opened the parcel. The colour and the work look so elegant in person. Packaging was lovely.,IN,6/13/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Ridhima Agarwal,"Coimbatore, India",5,Beautiful piece,Worth every single rupee. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,1/24/2026,yes,no,yes
teal-blue-embroidered-cotton-blended-midi-dress,Pooja Menon,"Thane, India",5,Highly recommend,"Such a beautiful piece. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/14/2026,yes,no,yes
teal-blue-embroidered-cotton-co-ord-set,Rhea Bhat,"Thane, India",4,Runs slightly small,"Good one for the price. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,2/26/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Komal Dubey,"Hyderabad, India",5,Best purchase,Even prettier than the photos. Embroidery is rich and the fit of all three pieces is spot on. Highly recommend to everyone!,IN,3/7/2026,yes,no,yes
pista-embroidered-silk-blended-kurta-bottom-dupatta-set,Payal Menon,"Chennai, India",4,Looks great,"Good one for the price. Lovely set; dupatta is pretty, kurta fit slightly loose. Recommend it.",IN,5/10/2026,yes,no,yes
lavender-embroidered-silk-blended-kurta-bottom-dupatta-set,Rahul Nair,"Ahmedabad, India",5,Perfect fit,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,1/6/2026,yes,no,yes
peacock-printed-viscose-blended-midi-dress-2,Deepika Mishra,"Gurugram, India",5,Premium quality,Such a beautiful piece. The dress flows beautifully and is so comfortable. Adding more to my cart soon.,IN,2/23/2026,yes,no,yes
white-and-green-printed-linen-blended-midi-dress,Tanvi Bajaj,"Jaipur, India",5,Worth every rupee,So so happy with this one. Perfect length and the print is vibrant. Highly recommend to everyone!,IN,3/12/2026,yes,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Sneha Roy,"Nashik, India",5,Premium quality,"Loved it the moment I opened the parcel. Complete set, perfect for functions and got so many compliments. Lovely Lady never disappoints.",IN,5/10/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Saloni Dubey,"Lucknow, India",5,Perfect fit,Obsessed with this! The embroidery is delicate and looks really premium. Adding more to my cart soon.,IN,2/28/2026,yes,no,yes
green-printed-rayon-midi-dress-2,Tara Pandey,"Visakhapatnam, India",5,Absolutely love it,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,3/20/2026,yes,no,yes
